picnum	ename	gname	sname	iname	bname	hname	cname	egoodrt	ggoodrt	sgoodrt	igoodrt	bgoodrt	hgoodrt	cgoodrt	enoname	gnoname	snoname	inoname	bnoname	hnoname	cnoname	ebadrt	gbadrt	sbadrt	ibadrt	bbadrt	hbadrt	cbadrt	etype	gtype	stype	itype	btype	htype	ctype	estatu	gstatu	sstatu	istatu	bstatu	hstatu	cstatu	elex1	glex1	slex1	ilex1	blex1	hlex1	clex1	elex2	glex2	slex2	ilex2	blex2	hlex2	clex2	elex3	glex3	slex3	ilex3	blex3	hlex3	clex3	elex4	glex4	slex4	ilex4	blex4	hlex4	clex4	elex13	glex13	slex13	ilex13	blex13	hlex13	clex13	erttot	grttot	srttot	irttot	brttot	hrttot	crttot	estdtot	gstdtot	sstdtot	istdtot	bstdtot	hstdtot	cstdtot	erttar	grttar	srttar	irttar	brttar	hrttar	crttar	estdtar	gstdtar	sstdtar	istdtar	bstdtar	hstdtar	cstdtar	ert2	grt2	srt2	irt2	brt2	hrt2	crt2	ert3	grt3	srt3	irt3	brt3	hrt3	crt3	ert4	grt4	srt4	irt4	brt4	hrt4	crt4	xtype	elex1z	glex1z	slex1z	ilex1z	blex1z	hlex1z	clex1z	xlexuniv	xlex1ze	xlex1zg	xlex1zs	xlex1zi	xlex1zb	xlex1zh	xlex1zc	xlex1zed	xlex1zgd	xlex1zsd	xlex1zid	xlex1zbd	xlex1zhd	xlex1zcd	xrtzdisp	ertz	grtz	srtz	irtz	brtz	hrtz	crtz	xrtuniv	xrtze	xrtzg	xrtzs	xrtzi	xrtzb	xrtzh	xrtzc	xrtzed	xrtzgd	xrtzsd	xrtzid	xrtzbd	xrtzhd	xrtzcd	xrtzdisp	esames	gsames	ssames	isames	bsames	hsames	csames	ovcjpg	objnum	esyll	gsyll	ssyll	isyll	bsyll	hsyll	csyll	echar	gchar	schar	ichar	bchar	hchar	esyll2	gsyll2	ssyll2	isyll2	bsyll2	hsyll2	csyll2	efric	gfric	sfric	ifric	bfric	hfric	cfric	ecomplx	gkomplx	scomplx	icomplx	bcomplx	hcomplx	lnefreq	lngfreq	lnsfreq	lnifreq	lnbfreq	lnhfreq	lncfreq	frqfac1	frqfac1e	frqfac1g	frqfac1s	frqfac1i	frqfac1b	frqfac1h	frqfac1c	sylfac1	sylfac1e	sylfac1g	sylfac1s	sylfac1i	sylfac1b	sylfac1h	sylfac1c
obj011	arm	arm	brazo	braccio	r^ka	kéz	shou3	0,98	0,90	0,96	1,00	0,82	0,94	1,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,10	0,04	0,00	0,18	0,06	0,00	2	3,3	2	4	3	4	4	0,658	0,590	0,802	0,906	0,505	1,329	0,859	0,84	0,89	0,77	0,80	0,95	0,53	0,84	0,00	0,00	0,00	0,02	0,00	0,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,16	0,11	0,23	0,18	0,05	0,43	0,16	0,84	0,89	0,77	0,82	0,95	0,58	0,84	910	1048	1039	1047	1102	958	926	251	231	291	306	429	299	292	923	1043	1088	1045	1057	799	911	256	165	300	299	385	184	307				1646		1724									844	1086	872	994	1991	1081	1005	3,19	-0,08	0,39	-0,14	0,14	0,73	-1,16	0,52	0,06	0,08	0,00	0,09	0,04	-0,06	0,26	-0,02	-0,16	0,39	-0,23	0,10	0,79	-1,42	0,54	0,52	-0,45	-0,21	-0,19	-0,33	-0,61	-1,02	-0,93	-0,54	-0,55	-0,59	-0,59	-0,57	-0,52	-0,46	-0,47	0,09	0,38	0,40	0,24	-0,09	-0,56	-0,46	0,32	0	0	0	0	1	1	1	6270	1	1	1	2	2	2	1	1	3	3	5	7	4	3	0,454	0,227	0,438	0,379	0,537	0,173	0,117	0	0	0	0	0	0	1	0	0	0	0	0	0	5,352	4,820	5,257	2,773	6,550	6,841	7,319	2,55	2,58	2,58	2,64	2,72	2,45	2,35	2,37	-1,58	-1,60	-1,50	-1,61	-1,64	-1,69	-1,47	-1,36
obj012	arrow	pfeil	flecha	freccia	strela	nyíl	jian4	1,00	1,00	1,00	0,98	1,00	0,88	1,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,00	0,12	0,00	2	1,7	2	1	1	2	2	0,141	0,000	0,141	0,029	0,000	1,021	0,327	0,98	1,00	0,98	1,00	1,00	0,59	0,94	0,00	0,00	0,00	0,00	0,00	0,41	0,06	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,00	0,02	0,00	0,00	0,00	0,00	0,98	1,00	0,98	1,00	1,00	1,00	1,00	788	869	911	859	918	841	1042	250	198	374	188	163	188	338	785	869	908	859	918	848	1032	252	198	377	188	163	205	339						831	1186								944		1061					1,67	0,79	0,95	0,89	1,06	0,97	-0,89	0,95	0,67	0,66	0,63	0,64	0,61	0,63	0,94	0,63	0,14	0,32	0,25	0,45	0,34	-1,82	0,32	0,52	-1,11	-0,85	-0,88	-1,04	-1,14	-0,83	-0,54	-0,91	-0,88	-0,92	-0,92	-0,89	-0,87	-0,93	-0,98	-0,23	0,08	0,04	-0,14	-0,27	0,09	0,44	0,18	0	0	0	0	0	0	0	5990	1	2	1	2	2	2	1	1	5	5	6	7	6	4	0,387	0,227	0,438	0,379	0,537	0,173	0,117	0	0	1	1	1	0	0	0	0	0	0	0	0	2,773	2,485	2,773	2,708	3,600	0,000	4,143	0,17	0,16	0,13	0,21	-0,03	0,30	0,37	0,06	-1,31	-1,60	-1,19	-1,31	-1,31	-1,38	-1,16	-1,07
obj013	artichoke	artischocke	alcachofa	carciofo	tsvete	articsóka	hua1	0,68	0,67	0,34	0,92	0,32	0,62	0,42	0,26	0,27	0,66	0,06	0,58	0,24	0,54	0,06	0,07	0,00	0,02	0,10	0,14	0,04	4	16,7	11	2	12	18	10	1,038	2,246	1,569	0,250	1,646	2,764	1,810	0,79	0,40	0,35	0,98	0,13	0,26	0,19	0,00	0,00	0,06	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,21	0,60	0,59	0,02	0,88	0,74	0,81	0,79	0,40	0,41	0,98	0,13	0,26	0,19	1463	1683	1906	1071	1929	1845	1817	687	603	660	410	443	539	666	1397	1457	1725	1046	2121	1450	1769	674	370	741	378	152	198	220			1755												1719	1833	2029	2195	1901	1982	1828	10,52	-0,34	-2,06	-2,19	0,96	-3,31	-2,45	-2,27	-1,67	-1,89	-1,60	-1,58	-2,10	-1,39	-1,54	-1,57	1,54	-0,46	-0,61	3,07	-1,92	-0,91	-0,70	1,32	1,79	1,30	2,23	-0,33	3,46	1,41	1,82	1,67	1,65	1,73	1,58	2,00	1,37	1,71	1,65	0,14	-0,43	0,66	-2,33	2,09	-0,30	0,17	0,87	0	0	0	0	1	0	1	15203	1	3	4	4	3	2	4	1	9	11	9	8	6	9	0,121	0,069	0,144	0,400	0,537	0,079	0,117	0	0	0	0	1	0	1	0	0	0	0	0	0	1,099	0,000	1,099	2,197	6,200	0,000	1,792	-0,48	-0,34	-0,23	-0,33	-0,74	-0,86	-0,40	-0,39	1,04	0,81	0,66	0,89	1,21	1,24	0,78	1,50
obj014	ashtray	aschenbecher	cenicero	posacenere	pepelnik	hamutartó	ian1-hui1-gang1	0,74	0,83	0,88	0,94	0,94	0,92	0,78	0,22	0,13	0,08	0,06	0,04	0,06	0,16	0,04	0,03	0,04	0,00	0,02	0,02	0,06	7	5,0	4	4	2	4	8	1,105	0,621	0,573	1,612	0,224	1,114	1,291	0,84	0,92	0,93	0,43	0,98	0,76	0,80	0,00	0,00	0,00	0,57	0,00	0,22	0,00	0,00	0,04	0,02	0,00	0,00	0,00	0,00	0,16	0,04	0,05	0,00	0,02	0,02	0,21	0,84	0,96	0,96	1,00	0,98	0,98	0,80	1369	1176	1359	1250	1075	1191	1396	555	324	554	436	399	442	510	1250	1138	1329	1165	1058	1141	1274	453	306	537	439	386	378	391				1313		1362			1765	957					1984	1444	2188		1851	1241	1870	4,86	-0,07	0,55	0,65	-1,59	0,87	-0,09	0,33	0,09	0,12	0,02	0,00	0,37	-0,04	0,12	0,05	-0,19	0,53	0,65	-1,96	0,91	-0,21	0,27	0,68	1,10	0,14	0,72	0,12	-0,61	0,26	0,24	0,28	0,15	0,31	0,21	0,31	0,43	0,28	0,29	0,95	-0,17	0,52	-0,18	-1,04	-0,02	-0,05	0,42	0	0	0	0	0	0	0	12932	1	2	4	4	5	3	4	3	7	12	8	10	8	9	0,387	0,069	0,144	0,046	0,269	0,079	0,165	0	0	1	0	0	1	0	1	1	0	1	0	1	2,303	0,000	2,996	0,000	6,300	0,000	1,946	-0,40	-0,43	-0,13	-0,46	-0,30	-0,77	-0,30	-0,31	2,09	2,34	1,88	2,08	1,92	2,20	1,95	1,99
obj015	asparagus	spargel	espárrago	asparago	asperzha	rügy	lu2-sun3	0,86	0,83	0,50	0,66	0,46	0,80	0,76	0,12	0,13	0,48	0,20	0,50	0,20	0,12	0,02	0,03	0,02	0,14	0,04	0,00	0,12	6	3,3	15	10	12	17	9	0,865	0,421	2,320	1,745	1,997	2,953	1,502	0,88	0,96	0,20	0,64	0,22	0,28	0,74	0,00	0,00	0,04	0,09	0,09	0,08	0,00	0,00	0,00	0,00	0,00	0,00	0,03	0,00	0,12	0,04	0,76	0,27	0,70	0,63	0,26	0,88	0,96	0,24	0,73	0,30	0,38	0,74	1429	1519	1986	1491	2373	1954	1548	462	557	646	613	714	586	624	1388	1476	1426	1266	2273	1625	1528	465	524	399	385	648	388	683			2314	1220	2431	1603							1297		1746	2560	2116	2107	2397	2167	1604	10,33	0,21	0,75	-2,94	-0,62	-2,86	-2,37	0,08	-1,11	-1,33	-1,42	-0,80	-1,19	-0,82	-0,90	-1,31	1,53	2,17	-2,14	0,57	-2,05	-1,47	1,38	1,62	1,75	1,37	1,09	0,51	4,04	2,07	1,05	1,70	1,69	1,75	1,80	1,90	1,31	1,64	1,81	0,06	-0,38	-0,70	-1,39	2,73	0,43	-0,76	0,92	0	0	0	0	0	0	0	9654	1	4	2	4	4	3	1	2	9	7	9	8	8	4	0,035	0,498	0,144	0,146	0,269	0,173	0,700	0	1	0	0	0	0	0	0	1	0	0	0	0	1,099	0,693	0,693	1,946	2,550	0,000	1,386	-1,12	-1,11	-1,12	-0,94	-1,42	-0,97	-1,15	-1,07	0,92	0,37	1,11	0,71	0,77	0,89	1,38	1,06
obj016	ax	axt	hacha	ascia	bradva	balta	fu3-tou2	0,88	0,97	0,94	0,82	0,94	0,98	0,92	0,06	0,00	0,06	0,12	0,04	0,00	0,00	0,06	0,03	0,00	0,06	0,02	0,02	0,08	2	6,7	2	4	5	4	3	0,668	1,342	0,323	1,355	1,272	1,242	0,486	0,86	0,55	0,96	0,66	0,66	0,53	0,94	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,14	0,00	0,00	0,22	0,28	0,43	0,00	0,00	0,45	0,04	0,12	0,06	0,04	0,04	1,00	0,55	0,96	0,88	0,94	0,96	0,96	1119	996	1089	1289	1081	1004	1178	456	280	353	522	419	306	346	1085	932	1062	1360	1018	966	1160	436	185	336	545	325	281	318							2203	1332			1142	1064	1037			1075	1687	1171	1795	1149	1073	3,81	0,09	-1,30	0,77	-0,51	-0,69	-1,17	0,93	-0,27	-0,33	-0,10	-0,44	-0,23	-0,20	-0,12	-0,47	0,41	-1,20	1,22	-0,28	-0,49	-1,05	1,40	0,86	0,31	-0,62	-0,29	0,86	-0,76	-0,39	-0,13	-0,15	-0,22	-0,07	-0,12	-0,31	-0,04	-0,10	-0,15	0,54	-0,55	-0,17	1,18	-0,72	-0,29	0,02	0,49	0	0	0	0	0	0	0	7849	1	1	1	2	2	2	2	2	2	3	5	5	6	5	0,454	0,227	0,438	0,379	0,537	0,512	0,700	0	0	0	0	0	0	1	0	0	0	0	0	0	2,303	1,609	2,708	0,000	4,000	0,000	2,639	-0,47	-0,53	-0,50	-0,52	-0,37	-0,48	-0,39	-0,49	-1,05	-0,98	-0,89	-0,99	-0,99	-1,07	-1,13	-1,13
obj017	baby	baby	bebé	bambino	bebe	kisbaba	ing1-er2	1,00	1,00	0,98	0,96	0,94	0,96	0,92	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,04	0,06	0,04	0,08	4	5,0	2	6	3	6	5	0,423	0,561	0,816	1,821	0,837	2,308	1,004	0,94	0,90	0,76	0,54	0,81	0,31	0,83	0,00	0,00	0,00	0,10	0,00	0,21	0,11	0,04	0,03	0,00	0,02	0,00	0,15	0,07	0,02	0,07	0,24	0,33	0,19	0,33	0,00	0,98	0,93	0,76	0,67	0,81	0,67	1,00	751	1019	923	1004	1068	1068	935	205	330	234	361	424	351	287	729	989	958	966	990	1197	916	140	266	247	399	297	451	246				777		1121	1209	1300	2135		1511		1051	713	663	866	815	1104	1398	923		4,43	0,55	0,45	-0,22	-1,05	0,04	-2,19	0,46	-0,28	-0,42	-0,40	-0,29	-0,15	-0,33	0,04	-0,40	0,97	0,85	0,07	-0,90	0,37	-2,23	0,86	0,89	-1,37	-0,41	-0,69	-0,63	-0,87	0,47	-0,91	-0,63	-0,51	-0,67	-0,62	-0,63	-0,59	-0,81	-0,58	-0,87	0,26	-0,07	0,00	-0,28	1,28	-0,33	0,44	0	0	0	1	0	0	0	18598	1	2	2	2	3	2	3	2	4	4	4	7	4	7	0,387	0,498	0,438	0,400	0,537	0,212	0,700	0	0	0	0	0	0	0	0	0	0	0	0	1	5,557	2,639	3,434	4,942	6,100	0,000	5,063	1,34	1,14	1,51	1,52	0,97	1,18	1,75	1,27	-0,07	-0,16	-0,05	0,11	-0,09	0,02	-0,26	-0,06
obj018	bottle	flasche	biberón	biberon	biberon	cumisüveg	nai3-ping2	0,98	0,93	0,98	0,98	0,86	0,94	0,98	0,00	0,00	0,00	0,00	0,02	0,02	0,00	0,02	0,07	0,02	0,02	0,12	0,04	0,02	3	6,7	6	2	6	3	2	0,567	1,843	1,591	0,169	1,349	0,461	0,169	0,90	0,39	0,59	0,98	0,72	0,94	0,98	0,08	0,61	0,00	0,00	0,05	0,06	0,00	0,00	0,00	0,31	0,02	0,00	0,00	0,00	0,02	0,00	0,10	0,00	0,23	0,00	0,02	0,98	1,00	0,90	1,00	0,77	1,00	0,98	804	1302	1022	941	1395	957	813	248	462	414	419	565	252	248	775	1209	968	895	1275	937	816	217	520	371	268	521	242	249	959	1363			1958	1245				1067	3170				1451		1196		1653		663	4,10	0,29	-2,10	-1,02	0,97	-0,40	0,73	1,12	-0,06	-0,11	0,28	0,10	-0,23	0,00	-0,19	-0,25	0,41	-2,38	-1,12	1,20	-0,39	0,92	1,37	1,11	-1,16	0,40	-0,65	-0,90	0,22	-0,50	-1,23	-0,55	-0,44	-0,70	-0,53	-0,49	-0,67	-0,55	-0,43	-0,71	1,10	-0,12	-0,41	0,90	0,05	-0,80	0,58	1	1	0	0	0	0	0	8529	1	2	2	3	3	3	4	2	6	7	7	7	7	9	0,387	0,498	0,344	0,400	0,269	0,079	0,700	0	1	0	0	0	1	0	0	0	0	0	0	1	4,762	3,611	2,485	1,946	5,150	0,000	2,079	0,46	0,20	0,29	0,57	0,41	0,36	0,69	0,62	0,58	0,61	0,70	0,61	0,66	0,51	0,24	0,66
obj019	stroller	kinderwagen	carriola	carrozzina	kolichka	babakocsi	ing1-er2-che1	0,94	1,00	0,94	0,94	1,00	0,90	0,90	0,04	0,00	0,04	0,04	0,00	0,00	0,02	0,02	0,00	0,02	0,02	0,00	0,10	0,08	5	1,7	7	5	3	2	10	1,672	0,000	0,912	2,016	1,295	0,373	1,840	0,49	1,00	0,87	0,45	0,60	0,96	0,67	0,00	0,00	0,00	0,21	0,40	0,04	0,04	0,45	0,00	0,00	0,00	0,00	0,00	0,00	0,06	0,00	0,13	0,34	0,00	0,00	0,29	0,94	1,00	0,87	0,66	1,00	1,00	0,71	1319	816	1336	1158	1138	906	1418	555	163	538	459	444	287	635	1335	816	1254	1147	990	903	1420	641	163	516	387	399	293	634				1102	1361	975	1311	1303							1310		1901	1206			1430	4,81	-2,20	0,95	0,36	-1,49	-0,99	0,83	-0,22	-0,40	-0,10	-0,62	-0,52	-0,21	-0,30	-0,60	-0,43	-2,11	1,57	0,88	-1,28	-0,69	1,43	0,20	1,16	1,50	-1,04	0,44	0,05	-0,87	-0,63	0,70	0,02	-0,22	0,20	-0,05	0,02	0,17	0,13	-0,09	1,72	-1,24	0,49	0,04	-1,04	-0,76	0,79	0,87	1	1	1	0	1	1	1	17135	1	2	4	3	4	3	4	3	8	11	8	10	8	9	0,387	0,069	0,344	0,146	0,269	0,079	0,165	1	0	0	0	0	0	0	0	1	0	0	0	1	0,693	1,609	0,000	0,000	5,250	0,000	1,946	-0,85	-0,73	-0,94	-0,62	-0,81	-1,11	-0,84	-0,83	1,63	1,82	1,34	1,82	1,67	1,70	1,43	1,48
obj020	backpack	rucksack	mochila	zaino	ranitsa	hátizsák	bei1-bao1	1,00	0,97	1,00	0,98	0,90	1,00	0,98	0,00	0,03	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,10	0,00	0,02	1	3,3	1	3	4	3	2	0,000	0,256	0,000	0,310	0,727	0,649	0,169	1,00	0,97	1,00	0,96	0,89	0,88	0,98	0,00	0,00	0,00	0,02	0,00	0,06	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,03	0,00	0,02	0,11	0,06	0,02	1,00	0,97	1,00	0,98	0,89	0,94	0,98	836	980	928	977	1038	920	923	177	252	202	197	246	256	158	836	958	928	978	1008	924	917	177	227	202	201	222	262	153				1003		814										1588		913	1276	977	1215	2,48	0,92	0,78	0,98	0,87	0,43	0,47	1,12	0,80	0,78	0,80	0,76	0,78	0,86	0,85	0,74	0,14	-0,02	0,22	0,09	-0,43	-0,38	0,38	0,24	-0,87	-0,52	-0,80	-0,59	-0,80	-0,55	-0,91	-0,72	-0,69	-0,75	-0,71	-0,74	-0,71	-0,75	-0,69	-0,17	0,23	-0,10	0,16	-0,09	0,20	-0,22	0,17	0	0	0	0	0	0	0	31598	2	2	2	3	2	3	3	2	8	8	7	5	7	8	0,387	0,498	0,344	0,379	0,269	0,212	0,700	0	0	0	1	0	1	0	1	1	0	0	0	1	0,000	0,000	2,485	1,386	5,300	0,000	3,332	-0,55	-0,28	-0,32	-0,58	-0,69	-0,79	-0,48	-0,65	0,13	0,08	0,18	0,10	0,40	0,00	-0,03	0,17
obj021	badge	stern	placa	stella	medal	kitüüntetés	hui1-zhang1	0,94	0,97	0,82	0,86	0,86	0,92	0,94	0,04	0,03	0,12	0,12	0,06	0,02	0,00	0,02	0,00	0,06	0,02	0,08	0,06	0,06	9	13,3	13	10	7	11	8	1,700	2,584	2,584	2,227	2,121	2,581	1,496	0,68	0,28	0,37	0,47	0,35	0,30	0,70	0,00	0,00	0,02	0,02	0,00	0,00	0,23	0,04	0,00	0,10	0,37	0,23	0,02	0,00	0,28	0,72	0,51	0,14	0,42	0,67	0,06	0,72	0,28	0,49	0,86	0,58	0,33	0,94	1254	1483	1589	1568	1638	1689	1433	393	551	519	531	593	694	518	1221	1328	1743	1417	1632	1649	1396	404	657	540	474	510	565	572			1609	1459			1480	928		1783	1741	1542	1335		1384	1543	1441	1628	1696	1718	1669	10,19	-1,03	-2,69	-2,13	-1,41	-2,22	-2,23	-0,07	-1,68	-1,79	-1,51	-1,61	-1,73	-1,59	-1,59	-1,95	0,76	-1,17	-0,52	0,32	-0,62	-0,64	1,88	0,84	0,96	0,83	2,30	1,08	1,59	2,16	0,63	1,36	1,43	1,45	1,21	1,41	1,33	1,23	1,49	-0,47	-0,62	1,10	-0,33	0,26	0,93	-0,86	0,65	0	0	0	0	1	0	1	15109	1	1	1	2	2	2	4	2	5	5	5	6	5	10	0,454	0,227	0,438	0,379	0,537	0,079	0,700	0	1	0	1	0	0	1	0	0	0	0	0	0	2,303	4,277	2,890	2,639	3,750	2,485	2,996	0,52	0,63	0,25	0,59	0,38	0,65	0,47	0,58	-0,61	-0,47	-0,39	-0,49	-0,47	-0,58	-1,13	-0,67
obj022	bag	tuete	bolsa	busta	plik	zacskó	zhi3-dai4	0,98	0,97	1,00	0,96	0,94	1,00	0,88	0,00	0,03	0,00	0,02	0,00	0,00	0,00	0,02	0,00	0,00	0,02	0,06	0,00	0,12	4	6,7	3	9	6	6	6	0,828	1,009	0,383	2,144	1,140	1,436	1,554	0,84	0,79	0,94	0,50	0,79	0,58	0,55	0,14	0,17	0,04	0,04	0,02	0,36	0,02	0,02	0,03	0,02	0,33	0,00	0,06	0,00	0,00	0,00	0,00	0,13	0,19	0,00	0,43	1,00	1,00	1,00	0,88	0,81	1,00	0,57	951	1141	977	1284	1264	1127	1261	322	338	309	507	378	290	430	925	1027	989	1019	1235	1007	1256	323	220	315	221	380	193	281	1058	1529	784	1691	2203	1343	1438	1274	1840	800	1415		992					1856	1280		1257	5,81	-0,08	-0,09	0,69	-1,25	-0,07	-0,94	-0,75	-0,35	-0,40	-0,40	-0,53	-0,21	-0,40	-0,26	-0,29	0,32	0,31	1,22	-1,04	0,33	-0,68	-0,46	0,62	-0,44	-0,27	-0,57	-0,43	0,07	-0,24	0,18	-0,24	-0,21	-0,24	-0,19	-0,21	-0,30	-0,24	-0,31	-0,23	-0,03	-0,38	-0,22	0,37	0,00	0,49	0,25	0	0	1	1	1	0	0	18014	1	1	2	2	2	1	2	2	3	4	5	5	4	6	0,454	0,498	0,438	0,379	0,102	0,512	0,700	0	0	0	0	0	1	0	0	0	0	0	0	0	4,394	2,079	4,205	3,091	5,550	0,000	2,773	0,67	0,51	0,80	0,61	0,47	0,52	0,95	0,79	-1,01	-0,95	-1,13	-0,94	-0,93	-0,79	-1,09	-1,10
obj023	balcony	balkon	balcón	balcone	balkon	erkély	iang2-tai2	0,98	0,90	0,90	0,98	0,96	0,98	0,94	0,00	0,03	0,04	0,00	0,00	0,00	0,00	0,02	0,07	0,06	0,02	0,04	0,02	0,06	7	5,0	6	4	4	6	9	1,661	1,018	1,249	1,136	1,631	1,098	2,113	0,65	0,74	0,78	0,67	0,52	0,80	0,51	0,00	0,04	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,02	0,21	0,02	0,00	0,35	0,22	0,22	0,31	0,27	0,18	0,47	0,65	0,78	0,78	0,69	0,73	0,82	0,53	1366	1147	1334	1161	1413	1151	1617	365	223	397	285	400	287	608	1324	1143	1292	1192	1419	1090	1710	293	221	366	306	362	218	533		1439					2771				1239	1355	1225		1445	1114	1485	1087	1447	1406	1462	5,86	-1,20	-0,35	-0,11	-0,45	-1,37	0,08	-0,89	-0,61	-0,52	-0,66	-0,70	-0,64	-0,49	-0,73	-0,57	-0,69	0,31	0,59	0,19	-0,89	0,80	-0,32	0,54	1,45	0,15	0,58	0,23	0,77	0,07	1,63	0,70	0,57	0,79	0,72	0,78	0,69	0,80	0,54	0,87	-0,63	-0,13	-0,55	0,09	-0,73	1,09	0,59	0	0	0	0	0	0	0	35416	2	3	2	2	3	2	2	2	7	6	6	7	6	6	0,121	0,498	0,438	0,400	0,537	0,512	0,700	0	0	0	0	0	0	0	0	0	0	0	0	0	2,639	2,773	4,331	0,000	5,350	0,000	4,304	0,27	0,29	0,20	0,14	0,49	0,13	0,48	0,16	-0,02	-0,42	0,01	0,16	-0,03	0,09	0,04	0,00
obj024	ball	ball	pelota	palla	topka	labda	qiu2	1,00	1,00	0,98	1,00	0,94	1,00	0,98	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,02	0,00	0,04	0,00	0,02	1	3,3	3	3	1	1	6	0,000	0,211	0,632	0,857	0,084	0,000	1,406	1,00	0,97	0,88	0,78	1,00	1,00	0,69	0,00	0,00	0,00	0,22	0,00	0,00	0,08	0,00	0,03	0,10	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,22	1,00	1,00	0,98	1,00	1,00	1,00	0,78	886	948	922	975	969	1011	1308	295	270	261	322	294	394	506	886	936	905	952	969	1011	1184	295	266	240	315	294	394	410				1056			2167		1289	988							1354				1378	2,62	0,92	0,78	0,38	0,05	0,97	1,03	-0,11	0,58	0,52	0,54	0,61	0,66	0,51	0,50	0,69	0,40	0,24	-0,22	-0,62	0,46	0,53	-0,80	0,47	-0,63	-0,60	-0,89	-0,68	-0,95	-0,23	-0,05	-0,58	-0,57	-0,57	-0,52	-0,56	-0,51	-0,63	-0,66	-0,06	-0,03	-0,37	-0,13	-0,43	0,41	0,61	0,29	0	0	0	0	1	0	0	13345	1	1	1	3	2	2	2	1	4	4	6	5	5	5	0,454	0,227	0,344	0,379	0,537	0,512	0,117	0	0	0	0	0	0	0	0	0	0	0	0	0	4,718	4,127	3,807	3,807	5,700	3,045	5,707	1,68	1,65	1,67	1,82	1,55	1,62	1,78	1,58	-1,14	-1,09	-0,99	-1,36	-1,13	-1,21	-1,22	-0,89
obj025	balloon	luftballon	globo	palloncino	balon	lufi	qi4-qiu2	1,00	0,97	1,00	0,98	0,96	0,98	0,96	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,03	0,00	0,02	0,04	0,02	0,04	1	3,3	1	2	1	3	1	0,000	0,256	0,000	0,816	0,057	1,238	0,057	1,00	0,97	1,00	0,76	1,00	0,65	1,00	0,00	0,03	0,00	0,25	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,35	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	702	758	776	895	910	861	824	125	125	131	299	223	213	155	702	748	776	901	910	843	824	125	116	131	302	223	220	155		1020		877									894									1,76	0,92	0,78	0,98	-0,07	0,97	-0,59	1,21	0,60	0,55	0,57	0,53	0,71	0,54	0,80	0,50	0,37	0,21	0,45	-0,78	0,43	-1,39	0,71	0,62	-1,50	-1,29	-1,38	-0,88	-1,17	-0,85	-1,21	-1,18	-1,13	-1,17	-1,15	-1,23	-1,19	-1,24	-1,18	-0,37	-0,12	-0,23	0,36	0,01	0,39	-0,03	0,22	0	0	0	0	0	0	0	8015	1	2	3	2	4	2	2	2	7	10	5	10	5	4	0,387	0,200	0,438	0,146	0,537	0,512	0,700	0	0	0	0	0	0	0	0	1	0	0	0	0	1,946	1,099	3,367	0,000	4,600	0,000	3,434	-0,35	-0,33	-0,26	-0,45	-0,23	-0,44	-0,24	-0,44	0,20	0,15	-0,02	0,41	-0,04	0,31	0,29	0,25
