picnum	ename	gname	sname	iname	bname	hname	cname	egoodrt	ggoodrt	sgoodrt	igoodrt	bgoodrt	hgoodrt	cgoodrt	enoname	gnoname	snoname	inoname	bnoname	hnoname	cnoname	ebadrt	gbadrt	sbadrt	ibadrt	bbadrt	hbadrt	cbadrt	etype	gtype	stype	itype	btype	htype	ctype	estatu	gstatu	sstatu	istatu	bstatu	hstatu	cstatu	elex1	glex1	slex1	ilex1	blex1	hlex1	clex1	elex2	glex2	slex2	ilex2	blex2	hlex2	clex2	elex3	glex3	slex3	ilex3	blex3	hlex3	clex3	elex4	glex4	slex4	ilex4	blex4	hlex4	clex4	elex13	glex13	slex13	ilex13	blex13	hlex13	clex13	erttot	grttot	srttot	irttot	brttot	hrttot	crttot	estdtot	gstdtot	sstdtot	istdtot	bstdtot	hstdtot	cstdtot	erttar	grttar	srttar	irttar	brttar	hrttar	crttar	estdtar	gstdtar	sstdtar	istdtar	bstdtar	hstdtar	cstdtar	ert2	grt2	srt2	irt2	brt2	hrt2	crt2	ert3	grt3	srt3	irt3	brt3	hrt3	crt3	ert4	grt4	srt4	irt4	brt4	hrt4	crt4	xtype	elex1z	glex1z	slex1z	ilex1z	blex1z	hlex1z	clex1z	xlexuniv	xlex1ze	xlex1zg	xlex1zs	xlex1zi	xlex1zb	xlex1zh	xlex1zc	xlex1zed	xlex1zgd	xlex1zsd	xlex1zid	xlex1zbd	xlex1zhd	xlex1zcd	xrtzdisp	ertz	grtz	srtz	irtz	brtz	hrtz	crtz	xrtuniv	xrtze	xrtzg	xrtzs	xrtzi	xrtzb	xrtzh	xrtzc	xrtzed	xrtzgd	xrtzsd	xrtzid	xrtzbd	xrtzhd	xrtzcd	xrtzdisp	esames	gsames	ssames	isames	bsames	hsames	csames	ovcjpg	objnum	esyll	gsyll	ssyll	isyll	bsyll	hsyll	csyll	echar	gchar	schar	ichar	bchar	hchar	esyll2	gsyll2	ssyll2	isyll2	bsyll2	hsyll2	csyll2	efric	gfric	sfric	ifric	bfric	hfric	cfric	ecomplx	gkomplx	scomplx	icomplx	bcomplx	hcomplx	lnefreq	lngfreq	lnsfreq	lnifreq	lnbfreq	lnhfreq	lncfreq	frqfac1	frqfac1e	frqfac1g	frqfac1s	frqfac1i	frqfac1b	frqfac1h	frqfac1c	sylfac1	sylfac1e	sylfac1g	sylfac1s	sylfac1i	sylfac1b	sylfac1h	sylfac1c
obj417	thread	garnrolle	hilo	filo	makara	cérna	xian4	0,98	0,97	0,92	0,78	0,92	0,94	0,90	0,00	0,03	0,06	0,16	0,00	0,04	0,00	0,02	0,00	0,02	0,06	0,08	0,02	0,10	7	21,7	5	10	2	9	6	1,530	3,281	1,014	2,117	0,901	1,819	1,182	0,65	0,21	0,83	0,46	0,72	0,64	0,80	0,06	0,00	0,09	0,08	0,00	0,04	0,09	0,00	0,10	0,00	0,05	0,00	0,02	0,00	0,29	0,69	0,09	0,41	0,28	0,30	0,11	0,71	0,31	0,91	0,59	0,72	0,70	0,89	1361	1315	1184	1471	1366	1361	1615	414	515	367	519	461	508	617	1426	1133	1132	1465	1307	1348	1499	396	721	352	527	434	329	426	1230		1320	1981		3015	1971		1584		1133		1496		1240	1329	1539	1423	1513	1141	2172	8,67	-1,20	-3,03	0,13	-1,42	-0,41	-0,67	0,35	-0,89	-0,84	-0,54	-1,06	-0,81	-0,97	-0,93	-1,10	-0,36	-2,49	1,19	-0,62	0,56	0,27	1,45	0,99	1,93	0,12	-0,03	1,26	0,34	1,03	0,96	0,80	0,61	0,92	0,94	0,73	0,88	0,76	0,78	1,32	-0,80	-0,97	0,53	-0,53	0,27	0,18	0,66	0	0	0	0	0	0	0	13706	1	1	3	2	2	3	2	1	6	9	4	4	6	5	0,454	0,200	0,438	0,379	0,269	0,512	0,117	1	0	0	1	0	1	1	0	0	0	0	0	0	2,833	0,000	4,382	3,434	3,450	0,000	5,961	0,28	0,28	0,66	0,14	-0,03	0,43	0,51	-0,03	-0,63	-0,50	-1,00	-0,52	-0,50	-0,89	-0,64	-0,32
obj418	spoon	loeffel	cuchara	cucchiaio	l^zhitsa	kanál	tang1-chi2	0,98	1,00	0,96	0,96	0,92	0,94	0,98	0,00	0,00	0,02	0,02	0,00	0,00	0,00	0,02	0,00	0,02	0,02	0,08	0,06	0,02	1	1,7	1	2	1	2	2	0,029	0,000	0,057	0,578	0,111	0,323	0,169	1,00	1,00	1,00	0,88	1,00	0,96	0,98	0,00	0,00	0,00	0,13	0,00	0,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	777	676	752	874	806	765	852	228	136	201	263	204	217	254	777	676	752	849	806	762	848	228	136	201	231	204	214	255				1050		832								1057								1,52	0,92	0,95	0,98	0,49	0,97	0,83	1,12	0,89	0,89	0,88	0,88	0,96	0,88	0,90	0,86	0,03	0,07	0,10	-0,48	0,09	-0,07	0,26	0,16	-1,15	-1,55	-1,48	-1,07	-1,57	-1,15	-1,13	-1,30	-1,33	-1,26	-1,27	-1,34	-1,26	-1,33	-1,33	0,18	-0,29	-0,20	0,26	-0,32	0,17	0,20	0,23	0	0	0	0	0	0	1	7344	1	1	2	3	3	3	2	2	5	6	7	9	8	5	0,454	0,498	0,344	0,400	0,269	0,512	0,700	1	0	0	0	0	0	0	0	1	0	0	0	0	2,773	1,946	2,079	2,079	5,150	2,485	2,639	0,27	0,28	0,33	0,40	0,16	0,14	0,18	0,35	-0,12	0,10	-0,10	-0,20	-0,18	-0,29	-0,07	-0,09
obj419	squirrel	eichhoernchen	ardilla	scoiattolo	kateritsa	mókus	sung1-shu3	1,00	1,00	0,98	0,94	0,90	0,98	1,00	0,00	0,00	0,02	0,06	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,10	0,02	0,00	3	1,7	2	3	2	2	4	0,607	0,000	0,169	0,461	1,029	0,169	0,423	0,88	1,00	0,98	0,94	0,56	0,98	0,94	0,00	0,00	0,00	0,00	0,44	0,02	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,12	0,00	0,02	0,06	0,00	0,00	0,06	0,88	1,00	0,98	0,94	1,00	1,00	0,94	1225	1027	1140	1317	1093	866	1260	535	342	388	487	298	234	482	1234	1027	1126	1305	1106	864	1218	560	342	379	478	242	236	436					1077	970									1154		1813	1494			1909	2,52	0,18	0,95	0,89	0,77	-1,20	0,94	0,95	0,50	0,55	0,42	0,43	0,45	0,78	0,42	0,42	-0,36	0,53	0,45	0,32	-1,98	0,52	0,53	0,67	1,02	-0,27	-0,05	0,65	-0,42	-0,77	0,06	0,03	-0,13	0,08	0,04	-0,07	0,11	0,16	0,03	1,16	-0,35	-0,09	0,73	-0,53	-0,94	0,03	0,55	0	0	0	0	0	0	0	21975	1	2	3	3	4	4	2	2	8	12	7	10	9	5	0,387	0,200	0,344	0,146	0,067	0,512	0,700	1	0	0	1	0	0	1	0	1	0	0	0	0	1,946	0,693	3,807	0,000	3,350	0,000	3,178	-0,57	-0,59	-0,47	-0,76	-0,48	-0,48	-0,50	-0,66	0,85	0,93	0,73	0,90	0,71	0,55	1,05	0,99
obj420	stairs	treppe	escalera	scala	st^lbi	lépcsöö	lou2-ti1	1,00	1,00	1,00	1,00	1,00	1,00	0,92	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,08	4	5,0	5	4	5	4	3	1,123	0,420	1,347	1,051	1,591	0,522	0,568	0,74	0,93	0,54	0,78	0,58	0,92	0,91	0,26	0,00	0,40	0,22	0,38	0,02	0,09	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,07	0,06	0,00	0,04	0,06	0,00	1,00	0,93	0,94	1,00	0,96	0,94	1,00	1042	1107	1014	1141	1454	1034	1143	306	338	330	397	636	347	365	1011	1059	1019	1122	1421	1007	1135	275	288	354	406	557	331	370	1129		974	1206	1403	712	1232									1784	1237		2428	1555		4,29	-0,67	0,61	-1,27	0,05	-1,09	0,66	0,83	-0,13	-0,03	-0,25	0,07	-0,15	0,03	-0,26	-0,29	-0,64	0,86	-1,34	0,20	-1,12	0,91	1,12	0,88	-0,04	-0,15	-0,46	-0,04	0,78	-0,24	-0,21	-0,05	-0,05	-0,03	0,02	-0,05	-0,19	-0,02	-0,02	0,02	-0,12	-0,47	0,01	0,97	-0,22	-0,19	0,29	0	0	1	1	0	0	0	27602	1	1	2	4	2	2	2	2	6	6	8	5	6	6	0,454	0,498	0,144	0,379	0,537	0,512	0,700	1	0	0	1	1	0	0	1	0	0	0	1	0	3,807	3,367	4,875	3,526	5,200	4,344	4,533	1,47	1,54	1,54	1,45	1,35	1,47	1,38	1,49	-0,36	-0,19	-0,37	-0,70	-0,19	-0,31	-0,33	-0,36
obj421	statue	statue	estatua	statua	statuja	szobor	diao1-xiang4	0,98	0,97	0,92	1,00	0,88	0,90	0,94	0,02	0,00	0,04	0,00	0,04	0,00	0,00	0,00	0,03	0,04	0,00	0,08	0,10	0,06	4	8,3	4	2	4	4	9	0,548	1,377	0,800	0,141	0,573	0,914	1,761	0,92	0,72	0,87	0,98	0,93	0,82	0,66	0,00	0,00	0,00	0,00	0,00	0,00	0,15	0,04	0,00	0,00	0,02	0,00	0,13	0,00	0,04	0,28	0,13	0,00	0,07	0,04	0,19	0,96	0,72	0,87	1,00	0,93	0,96	0,81	1234	1438	1359	1066	1252	1141	1314	561	486	499	203	350	496	546	1214	1501	1340	1059	1240	1036	1227	558	529	509	198	312	248	425							1476	1719			1427		1665		1207	1274	1482		1411	1523	1487	5,05	0,42	-0,44	0,35	0,97	0,64	0,20	-0,25	0,27	0,24	0,39	0,26	0,15	0,21	0,28	0,36	0,17	-0,82	0,09	0,82	0,43	-0,08	-0,61	0,43	0,93	1,46	0,77	-0,28	0,09	-0,13	0,09	0,42	0,33	0,24	0,36	0,53	0,47	0,51	0,47	0,59	1,22	0,41	-0,81	-0,38	-0,64	-0,39	0,64	0	0	0	0	0	0	0	7359	1	2	3	3	2	3	2	2	6	6	7	6	7	6	0,387	0,200	0,344	0,379	0,269	0,512	0,700	1	1	0	1	1	1	0	0	0	0	0	0	0	3,178	1,792	3,611	1,099	3,400	3,526	4,248	0,34	0,30	0,43	0,30	0,41	0,52	0,15	0,24	0,17	0,11	-0,07	0,14	0,45	0,04	0,26	0,22
obj422	steeringwheel	lenkrad	volante	volante	kormilo	kormány	fang1-xiang4-pan2	1,00	1,00	0,98	0,96	0,98	0,94	0,90	0,00	0,00	0,02	0,02	0,00	0,00	0,06	0,00	0,00	0,00	0,02	0,02	0,06	0,04	2	5,0	1	3	3	4	6	0,943	0,675	0,029	1,216	1,119	1,387	1,125	0,64	0,87	1,00	0,69	0,55	0,60	0,80	0,36	0,00	0,00	0,00	0,00	0,30	0,11	0,00	0,13	0,00	0,15	0,43	0,00	0,02	0,00	0,00	0,00	0,17	0,02	0,11	0,07	1,00	1,00	1,00	0,83	0,98	0,89	0,93	1139	1062	990	1172	1199	1031	1470	340	307	257	435	469	307	460	1158	1031	990	1166	1090	1043	1337	334	304	257	441	259	299	383	1106					974	2101		1265		1221	1305		1916				1157	1894	1126	1871	3,43	-1,28	0,28	0,98	-0,38	-1,23	-0,86	0,35	-0,31	-0,14	-0,40	-0,52	-0,29	-0,15	-0,21	-0,41	-1,14	0,68	1,50	-0,09	-1,08	-0,65	0,76	0,84	0,66	-0,25	-0,57	0,13	-0,49	-0,11	0,44	-0,03	-0,14	0,01	0,06	-0,05	0,05	-0,01	-0,10	0,80	-0,27	-0,63	0,18	-0,54	-0,09	0,54	0,44	0	0	0	0	0	0	0	21824	1	3	2	3	3	3	2	3	13	7	7	7	7	7	0,121	0,498	0,344	0,400	0,269	0,512	0,165	1	0	0	1	0	0	1	1	0	0	0	0	0	0,000	1,386	3,497	0,000	4,500	3,258	3,091	-0,26	0,07	-0,21	-0,36	-0,12	-0,33	-0,53	-0,29	0,73	0,46	0,88	0,77	0,85	0,70	0,89	0,49
obj423	stethoscope	stethoskop	estetoscopio	stetoscopio	slushalki	sztetoszkóp	ting1-zhen3-qi4	0,92	0,70	0,44	0,36	0,90	0,86	0,94	0,06	0,27	0,52	0,60	0,10	0,10	0,02	0,02	0,03	0,04	0,04	0,00	0,04	0,04	4	3,3	5	5	6	8	4	0,526	0,678	0,982	0,966	1,179	1,744	1,085	0,94	0,91	0,82	0,78	0,78	0,63	0,72	0,00	0,00	0,00	0,00	0,18	0,00	0,26	0,00	0,10	0,00	0,06	0,02	0,14	0,00	0,07	0,00	0,18	0,17	0,02	0,23	0,02	0,94	1,00	0,82	0,83	0,98	0,77	0,98	1281	1632	1673	1634	1273	1580	1244	461	495	606	523	429	445	321	1209	1567	1475	1540	1278	1535	1243	314	446	391	516	446	415	321					1301		1252		2247		1842	1075	1581		2312		2562	2001	1058	1699	1158	5,05	0,52	0,47	0,09	0,04	-0,12	-0,71	0,02	0,04	-0,04	-0,03	0,04	0,05	0,07	0,17	0,05	0,55	0,50	0,05	-0,01	-0,19	-0,88	-0,03	0,32	0,90	1,71	1,28	1,54	0,23	1,73	0,14	1,08	1,11	0,97	1,04	1,00	1,22	0,97	1,23	-0,20	0,73	0,24	0,55	-0,98	0,76	-1,10	0,65	0	0	0	0	0	0	0	13841	1	3	3	5	4	3	3	3	11	10	12	11	9	11	0,121	0,200	0,037	0,146	0,269	0,212	0,165	1	1	0	1	1	1	0	0	0	0	0	1	0	0,693	0,000	1,099	0,000	4,550	0,000	0,000	-1,26	-1,21	-1,17	-1,22	-1,30	-1,45	-1,32	-1,06	1,87	1,77	1,92	1,57	1,91	1,96	1,96	1,75
obj424	stocking	strumpf	media	calza	chorap	harisnya	si1-ua4	0,98	0,93	0,98	1,00	0,94	1,00	0,84	0,00	0,03	0,02	0,00	0,04	0,00	0,02	0,02	0,03	0,00	0,00	0,02	0,00	0,14	9	6,7	5	4	7	3	3	2,455	1,369	1,081	0,777	1,912	0,282	0,828	0,43	0,50	0,80	0,86	0,49	0,96	0,86	0,06	0,50	0,18	0,06	0,17	0,04	0,07	0,45	0,00	0,00	0,08	0,00	0,00	0,00	0,06	0,00	0,02	0,00	0,34	0,00	0,07	0,94	1,00	0,98	1,00	0,66	1,00	0,93	1402	1359	1045	1086	1305	1033	1301	594	464	288	352	389	291	371	1218	1318	1019	1057	1354	1034	1274	331	367	300	344	455	296	376	1646	1400	1158	1305	1411	998	1604	1560			1240				1294		1021		1182		1323	5,38	-2,57	-1,56	-0,02	0,42	-1,53	0,84	0,59	-0,55	-0,21	-0,38	-0,63	-0,71	-0,38	-0,78	-0,74	-2,36	-1,18	0,62	1,12	-1,15	1,62	1,33	1,34	0,94	0,79	-0,46	-0,29	0,52	-0,14	0,24	0,23	0,11	0,14	0,35	0,32	0,18	0,29	0,23	0,83	0,66	-0,80	-0,60	0,34	-0,43	0,01	0,53	0	1	0	0	1	0	0	16152	1	2	1	2	2	2	3	2	8	7	5	5	6	8	0,387	0,227	0,438	0,379	0,537	0,212	0,700	1	1	0	0	1	1	1	0	0	0	0	0	0	2,565	2,485	6,009	2,565	5,550	0,000	2,079	0,54	0,63	0,58	0,24	0,40	0,38	0,80	0,73	-0,56	-0,73	-0,33	-0,44	-0,41	-0,52	-0,82	-0,61
obj425	stool	hocker	banco	sgabello	stol	szék	i3-zi5	0,96	0,97	1,00	0,90	0,96	0,94	0,94	0,00	0,00	0,00	0,04	0,00	0,00	0,00	0,04	0,03	0,00	0,06	0,04	0,06	0,06	2	5,0	4	3	4	4	6	0,681	0,809	0,994	0,662	1,098	1,352	1,645	0,83	0,83	0,80	0,89	0,71	0,70	0,62	0,00	0,00	0,10	0,00	0,27	0,09	0,04	0,00	0,03	0,02	0,11	0,00	0,00	0,00	0,17	0,14	0,08	0,00	0,02	0,21	0,34	0,83	0,86	0,92	1,00	0,98	0,79	0,66	959	973	1009	1038	961	1086	940	249	256	275	309	395	536	416	973	934	1004	1014	944	868	706	209	198	276	282	440	233	187			1196		1000	1365	1810		1899	913	1232				894	975	853		1010	1694	1257	4,00	-0,10	0,09	0,00	0,55	-0,46	-0,37	-0,44	-0,10	-0,10	-0,14	-0,12	-0,21	-0,04	-0,06	-0,05	0,00	0,22	0,12	0,76	-0,41	-0,30	-0,39	0,32	-0,22	-0,61	-0,51	-0,45	-1,04	-0,76	-1,58	-0,74	-0,83	-0,76	-0,78	-0,79	-0,69	-0,74	-0,60	0,61	0,15	0,26	0,34	-0,36	-0,02	-0,98	0,39	0	0	0	0	1	1	1	10988	1	1	2	2	3	1	1	2	5	6	5	8	4	4	0,454	0,498	0,438	0,400	0,102	0,173	0,700	1	1	0	1	1	1	0	0	1	0	0	0	0	2,565	0,000	4,644	1,609	6,050	4,868	2,773	0,57	0,67	1,01	0,45	0,58	0,33	0,26	0,69	-0,99	-0,93	-1,10	-0,94	-1,19	-0,78	-0,83	-1,07
obj426	stove	herd	estufa	cucina	pechka	tüüzhely	ua3-si1-lu2	1,00	0,97	0,96	0,96	0,96	0,94	0,70	0,00	0,00	0,02	0,02	0,02	0,00	0,16	0,00	0,03	0,02	0,02	0,02	0,06	0,14	3	5,0	4	10	2	6	9	0,959	0,715	0,475	2,056	0,197	1,764	2,185	0,72	0,86	0,94	0,60	0,98	0,51	0,34	0,00	0,03	0,02	0,02	0,02	0,45	0,09	0,26	0,10	0,00	0,21	0,00	0,00	0,00	0,02	0,00	0,04	0,17	0,00	0,04	0,57	0,98	1,00	0,96	0,83	1,00	0,96	0,43	1120	1285	889	1350	1316	1287	1982	307	387	217	535	491	480	563	1122	1311	882	1308	1323	1398	2018	278	406	220	564	494	572	435		1262	1165	911	991	1159	1552	1049	1074		1353				1987		896	1553		1286	2025	5,57	-0,79	0,26	0,68	-0,77	0,87	-1,26	-1,61	-0,38	-0,31	-0,48	-0,55	-0,31	-0,58	-0,23	-0,17	-0,49	0,74	1,23	-0,46	1,45	-1,03	-1,44	0,98	0,49	0,77	-0,98	0,66	0,41	1,22	2,62	0,74	0,78	0,74	1,03	0,75	0,80	0,66	0,43	-0,29	0,03	-2,01	-0,09	-0,39	0,56	2,19	0,79	0	0	0	0	0	0	0	29248	1	1	1	3	3	2	2	3	5	4	6	6	6	7	0,454	0,227	0,344	0,400	0,537	0,512	0,165	1	1	1	0	0	0	0	0	0	0	0	0	1	3,045	2,890	2,303	3,951	5,750	0,000	2,773	0,55	0,58	0,54	0,71	0,20	0,36	0,81	0,66	-0,28	-0,10	0,02	-0,37	-0,36	-0,20	-0,26	-0,62
obj427	strawberry	erdbeere	fresa	fragola	jagoda	eper	cao3-mei2	0,98	1,00	0,98	1,00	0,94	0,96	0,92	0,00	0,00	0,00	0,00	0,00	0,02	0,00	0,02	0,00	0,02	0,00	0,06	0,02	0,08	1	1,7	1	3	1	2	3	0,029	0,000	0,029	0,282	0,084	0,197	0,388	1,00	1,00	1,00	0,96	1,00	0,98	0,96	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,02	0,00	0,00	0,00	0,02	0,00	0,00	0,02	1,00	1,00	1,00	0,98	1,00	1,00	0,98	1052	962	1001	1034	1245	1013	1160	300	201	285	234	435	347	428	1052	962	1001	1018	1245	1000	1109	300	201	285	223	435	338	244				1301									1641	1066				1546			3518	1,81	0,92	0,95	0,98	0,88	0,97	0,93	1,02	0,95	0,96	0,95	0,94	0,96	0,95	0,95	0,94	-0,04	0,00	0,04	-0,08	0,02	-0,02	0,08	0,04	0,16	-0,51	-0,53	-0,43	0,11	-0,27	-0,29	-0,25	-0,32	-0,21	-0,21	-0,22	-0,31	-0,25	-0,24	0,48	-0,30	-0,32	-0,21	0,42	-0,02	-0,05	0,26	0	0	0	0	0	0	0	16771	1	3	3	2	3	3	2	2	10	8	5	7	6	4	0,121	0,200	0,438	0,400	0,269	0,512	0,700	1	0	0	1	0	0	0	0	1	0	0	0	0	1,946	1,099	2,197	0,000	4,550	0,000	3,555	-0,46	-0,46	-0,41	-0,44	-0,36	-0,56	-0,38	-0,58	0,45	0,14	0,25	0,70	0,53	0,36	0,58	0,53
obj428	stroller	kinderwagen	carriola	passeggino	kolichka	babakocsi	ing1-er2-che1	0,88	0,97	0,92	0,94	0,92	0,96	1,00	0,10	0,03	0,04	0,04	0,04	0,02	0,00	0,02	0,00	0,04	0,02	0,04	0,02	0,00	4	5,0	8	8	4	4	10	0,912	0,603	1,257	1,866	1,536	0,850	1,916	0,84	0,90	0,80	0,55	0,46	0,83	0,64	0,05	0,00	0,02	0,00	0,54	0,15	0,04	0,00	0,00	0,07	0,00	0,00	0,00	0,00	0,11	0,10	0,11	0,45	0,00	0,02	0,32	0,89	0,90	0,89	0,55	1,00	0,98	0,68	1316	1352	1347	1284	1186	1092	1357	592	455	430	432	293	337	475	1346	1313	1301	1206	1068	1097	1299	631	443	414	330	247	362	481	1044		849		1285	1060	1613			1352					1204	1684	1779	1381		1110	1440	6,14	-0,06	0,43	0,02	-1,00	-1,69	0,25	-0,34	-0,34	-0,39	-0,47	-0,40	-0,23	-0,12	-0,44	-0,34	0,33	0,90	0,42	-0,77	-1,57	0,69	0,00	0,67	1,55	0,78	0,62	0,28	-0,57	0,10	0,32	0,44	0,25	0,38	0,41	0,46	0,61	0,50	0,46	1,30	0,40	0,21	-0,19	-1,18	-0,40	-0,14	0,54	1	1	1	0	1	1	1	22353	1	2	4	4	4	3	4	3	8	11	8	10	8	9	0,387	0,069	0,144	0,146	0,269	0,079	0,165	1	0	1	0	0	0	0	0	1	0	0	0	1	0,693	1,609	0,000	0,000	4,500	0,000	1,946	-0,96	-0,86	-1,07	-0,75	-0,94	-1,11	-0,97	-0,95	1,85	2,07	1,60	1,82	1,92	1,94	1,68	1,72
obj429	submarine	uboot	submarino	sottomarino	podvodnitsa	tengeralattjáró	qian2-shui3-ting3	0,98	1,00	0,94	0,92	0,94	1,00	0,92	0,00	0,00	0,02	0,06	0,02	0,00	0,00	0,02	0,00	0,04	0,02	0,04	0,00	0,08	3	5,0	3	4	5	2	4	0,674	0,770	0,363	1,373	1,286	0,529	0,990	0,88	0,83	0,96	0,57	0,72	0,88	0,78	0,00	0,03	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,35	0,00	0,00	0,00	0,12	0,13	0,04	0,09	0,28	0,12	0,20	0,88	0,87	0,96	0,91	0,72	0,88	0,81	1144	1248	1210	1193	1327	1141	1193	234	317	342	301	485	230	293	1145	1237	1185	1205	1214	1157	1195	223	261	271	338	337	215	197		1258					1445				1255				1134	1315	1782	861	1622	1025	1156	3,71	0,17	0,11	0,77	-0,95	-0,39	0,47	0,27	0,07	0,05	0,06	-0,05	0,24	0,14	0,00	0,03	0,12	0,05	0,82	-1,18	-0,53	0,47	0,24	0,49	0,60	0,50	0,18	0,27	-0,01	0,32	-0,02	0,26	0,21	0,22	0,28	0,26	0,31	0,25	0,31	0,39	0,28	-0,10	0,01	-0,32	0,07	-0,33	0,21	0	0	0	0	0	0	0	12481	2	3	2	4	5	4	6	3	9	5	9	11	11	15	0,121	0,498	0,144	0,046	0,067	0,006	0,165	1	0	0	1	0	0	0	0	0	1	1	0	1	2,890	0,000	1,946	0,000	2,700	0,000	1,792	-0,98	-1,21	-0,85	-1,01	-0,96	-0,83	-0,99	-0,96	2,50	2,53	2,93	2,54	2,39	2,44	1,94	2,44
obj430	suitcase	koffer	maleta	valigia	kufar	böörönd	pi2-xiang1	0,96	1,00	0,98	0,98	0,96	0,96	0,88	0,00	0,00	0,00	0,00	0,00	0,02	0,04	0,04	0,00	0,02	0,02	0,04	0,02	0,08	4	3,3	4	2	3	2	12	0,997	0,211	1,120	0,658	0,859	0,973	2,756	0,79	0,97	0,78	0,84	0,79	0,63	0,34	0,00	0,00	0,06	0,00	0,02	0,00	0,14	0,04	0,00	0,10	0,00	0,00	0,00	0,02	0,17	0,03	0,06	0,16	0,19	0,38	0,50	0,83	0,97	0,94	0,84	0,81	0,63	0,50	924	777	1077	852	1109	969	1300	205	148	401	172	487	319	558	902	768	1010	855	1067	950	1275	210	141	310	183	449	208	617			1172		1187		1114	933		1348				3047	1027	1052	1379	837	1280	999	1288	4,33	-0,35	0,78	-0,12	0,31	-0,05	-0,73	-1,62	-0,25	-0,24	-0,43	-0,28	-0,35	-0,29	-0,17	-0,02	-0,12	1,21	0,16	0,66	0,24	-0,55	-1,60	0,65	-0,55	-1,22	-0,49	-1,05	-0,57	-0,45	0,24	-0,59	-0,59	-0,48	-0,60	-0,51	-0,59	-0,61	-0,72	0,04	-0,74	0,11	-0,54	0,01	0,16	0,96	0,37	0	0	0	0	0	0	0	13318	1	2	2	3	3	2	2	2	8	6	6	7	5	6	0,387	0,498	0,344	0,400	0,537	0,512	0,700	1	0	1	1	0	0	0	1	1	0	0	0	0	2,996	3,091	3,871	1,946	4,250	3,258	1,609	0,46	0,47	0,37	0,40	0,41	0,50	0,31	0,69	-0,07	-0,17	-0,04	-0,14	-0,11	0,02	-0,01	-0,05
obj431	sun	sonne	sol	sole	sl^ntse	nap	tai4-iang2	1,00	0,97	1,00	1,00	0,92	0,96	0,96	0,00	0,03	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,08	0,04	0,04	1	1,7	1	1	2	3	1	0,000	0,047	0,000	0,000	0,250	0,336	0,057	1,00	1,00	1,00	1,00	0,98	0,96	1,00	0,00	0,00	0,00	0,00	0,02	0,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,00	1,00	1,00	1,00	1,00	1,00	1,00	762	750	768	797	889	718	765	145	154	147	179	309	182	229	762	750	768	797	887	720	765	145	154	147	179	312	179	229					969	666																1,52	0,92	0,95	0,98	1,06	0,86	0,83	1,21	0,97	0,98	0,98	0,97	0,96	0,99	1,00	0,93	-0,07	-0,03	0,01	0,10	-0,13	-0,16	0,27	0,11	-1,22	-1,28	-1,41	-1,27	-1,26	-1,31	-1,39	-1,31	-1,32	-1,31	-1,29	-1,31	-1,32	-1,31	-1,29	0,11	0,03	-0,12	0,04	0,05	0,00	-0,10	0,07	0	0	0	0	0	0	0	18102	1	1	2	1	2	2	1	2	3	5	3	4	7	3	0,454	0,498	0,023	0,379	0,537	0,173	0,700	1	0	1	1	1	0	0	0	0	0	0	0	0	5,030	4,522	6,360	3,367	5,850	6,547	6,064	2,40	2,45	2,45	2,33	2,45	2,40	2,20	2,35	-1,22	-1,19	-1,39	-0,95	-1,18	-1,28	-1,10	-1,32
